Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
0956575726840457,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2005,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2007,Engenharia De Produção,Universidade Federal de Minas Gerais,2010,
0958420054433094,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2017,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2019,,,,
0963123026589301,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Engenharia De Produção,Universidade Federal de Minas Gerais,2013,2020,,,,,Engenharia Da Computação E Modelagem Matemática,Université d'Auvergne,2017,2018,,,,
0972281056910330,,,,, /profissionalizante Em Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Engenharia Civil,Universidade Federal de Minas Gerais,2006,2012,,,,,Engenharia Ambiental,Universidade Federal do Tocantins,2013,2016,,,,
0990078155825285,,,,,,,,,Comunicação Social - Jornalismo,Pontifícia Universidade Católica de Minas Gerais,2007,2010,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0993471331298380,,,,,,,,,Engenharia Eletrônica E De Telecomunicações,Pontifícia Universidade Católica de Minas Gerais,2006,2011,,,,,Sistemas De Controle,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
0993588278753046,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2015,,,,,Ciência E Engenharia De Materiais,Universidade Federal de Santa Catarina,2016,2018,Ciência E Engenharia De Materiais,Universidade Federal de Santa Catarina,2018,
0996393484614992,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
1015088328345163,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Física,Pontifícia Universidade Católica de Minas Gerais,2006,2011,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Mat",CENTRO DE DESENVOLVIMENTO DE TECNOLOGIA NUCLEAR,2012,2014,Ciências Técnicas Nucleares,Universidade Federal de Minas Gerais,2017,
1024742575145348,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,Engenharia Elétrica,Universidade Federal de Minas Gerais,2000,,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2004,2008,,,,
1025313430751739,,,,,,,,,Pedagogia,Universidade do Estado de Minas Gerais,1999,2003,Residência Docente Para Formação De Educadores Da Educação Básica - Matemát,Universidade Federal de Minas Gerais,2018,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,
1038649039353611,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2010,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2015,,,,
,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,2000,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2002,2005,,,,
1046932577696821,,,,,,,,,Administração Pública,Fundação João Pinheiro,2014,2018,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2019,,,,,
1062319529573634,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,Engenharia Mecânica,Universidade Federal de Ouro Preto,2014,2018,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2019,2021,,,,
1076678949669888,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,Medicina Veterinária,Universidade Federal de Minas Gerais,2000,2004,,,,,Saúde Animal,Universidade de Brasília,2013,2014,,,,
1077303391317030,,,,,,,,,Engenharia Ambiental E Sanitária,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2015,,,,,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2016,2018,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2019,
1087606309261973,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,,,,,Ciências E Técnicas Nucleares,Universidade Federal de Minas Gerais,2007,2009,Ciencias E Técnicas Nucleares,UFMG-Universidade Federal de Minas Gerais,2018,
1098091598372916,,,,,Informática Gerencial,Colégio COTEMIG,2006,2008,Ciência Da Computação,Centro Universitário de Belo Horizonte,2009,2012,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
1103889236510933,,,,,,,,,Ciências Economicas,Universidade de Itaúna,1990,1994,"Gestão De Pessoas: Carreiras, Liderança E Coaching",Pontifícia Universidade Católica do Rio Grande do Sul,2020,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,
1112902494962103,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2008,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
1122344148508171,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais - Campus Araxá - MG,2004,2007,Engenharia Ambiental,Pontifícia Universidade Católica de Campinas,2009,2012,,,,,Agricultura Tropical E Sub Tropical,Instituto Agronômico de Campinas,2013,2015,,,,
1127544923107284,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Engenharia Civil,Universidade Federal de Minas Gerais,2008,2014,,,,,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2014,2017,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2018,
1136163180834795,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,Sistemas De Informação,Universidade Federal de Minas Gerais,2009,2012,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2013,2015,,,,
1147361502899231,,,,,Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2001,Ciências Biológicas Licenciatura,Universidade Federal de Minas Gerais,2001,2005,,,,,"Ecologia, Conservacao E Manejo Da Vida Silvestre",Universidade Federal de Minas Gerais,2009,2011,,,,
1166042638547658,,,,,Química Industrial,Instituto Federal de Alagoas - Matriz,1978,1981,Licenc. P. P/ A Grad. De Prof. Parte De Form Espec,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1990,,,,,Química E Biotecnologia,Universidade Federal de Alagoas,1996,1999,,,,
1174073723312072,,,,,,,,,Licenciatura Plena Para Formação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1996,,,,,Economia Doméstica,Universidade Federal de Viçosa,2008,2010,Economia Doméstica,Universidade Federal de Viçosa,2017,
1179144689665436,,,,,,,,,,Pontifícia Universidade Católica de Minas Gerais,2003,2007,Pós-graduação Em Fotografia,Centro Universitário de Araraquara,2014,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
1188484679450351,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2012,,,,,Msc Water Resources And Environmental Management,Gottfried Wilhelm Leibniz Universität Hannover,2015,2017,,,,
1215772224540095,,,,,Informática,Fundação de Ensino de Contagem,2010,2012,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2017,,,,,Química,Universidade Federal de Minas Gerais,2018,2019,Química,Concordia University,2020,
1215875131242509,,,,,,,,,Psicologia,Pontifícia Universidade Católica de Minas Gerais,2005,2010,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
1228147058335324,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,Engenharia De Telecomunicações,Fundação Mineira de Educação e Cultura,2001,2006,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2007,2010,,,,
1238299628167143,,,,,,,,,Letras,Universidade Federal de Minas Gerais,1994,1997,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
1252732662883971,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,Engenharia Civil,Universidade Federal de Minas Gerais,1996,2002,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2003,2004,Engenharia Mecânica,Universidade Federal de Minas Gerais,2005,
,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Química,Universidade Federal de Minas Gerais,2004,2007,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,2008,2012,,,,
1266249605041426,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2015,,,,,Engenharia De Energia,Universidade Federal de Itajubá,2016,2019,,,,
1275034972973955,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1980,Engenharia,Pontifícia Universidade Católica de Minas Gerais,1983,1996,,,,,Engenharia De Produção Com Ênfase Em Marketing Estratégico,Universidade Federal de Santa Catarina,2000,2002,,,,
1276127585057279,,,,,Eletromecânica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,Engenharia Eletrônica E De Telecomunicações,Pontifícia Universidade Católica de Minas Gerais,2000,2004,,,,,Engenharia De Defesa,Instituto Militar de Engenharia,2019,2021,,,,
1282191005231137,,,,,Turismo,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Nutrição,Universidade Federal de Minas Gerais,2004,2008, De Atenção À Saúde Das Pessoas Com Sobrepeso E Obes,Universidade Federal de Santa Catarina,2021,,Saúde E Enfermagem,Universidade Federal de Minas Gerais,2009,2011,Programa De Pós Graduação Da Escola De Enfermagem,Universidade Federal de Minas Gerais,2017,
1283844646664824,,,,, Agrícola,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,Engenharia Florestal,Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,2010,2015,,,,,Ciência E Tecnologia Da Madeira,Universidade Federal de Lavras,2016,2018,Ciência E Tecnologia Da Madeira,Universidade Federal de Lavras,2019,
1287037438755213,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,(bacharelado) Ciências Bioloógicas,Universidade Federal de Minas Gerais,2005,2007,,,,,Ciências Biológicas (entomologia),Instituto Nacional de Pesquisas da Amazônia,2009,2011,Zoologia,Universidade Federal de Minas Gerais,2013,2013
1290062079550563,,,,,,,,,Administração De Empresa,Faculdade de Ciências Gerenciais - União de Negócios e Administração,1988,1993,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
1301401847766648,,,,,,,,,História,Centro Universitário de Belo Horizonte,2006,2010,Mba Em Gestão De Projetos,Universidade de São Paulo,2021,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,Educação,Universidade Federal de Minas Gerais,2020,
,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,,,,,,Universidade Federal de Santa Catarina,2007,2010,,,,
1324310163153913,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia Elétrica,Universidade Federal de Minas Gerais,2009,2015,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2019,,,,
1328727308410613,,,,,,,,,Ciências Contábeis,Pontifícia Universidade Católica de Minas Gerais,1976,1980,Gerenciamento De Projetos,Pontifícia Universidade Católica de Minas Gerais,2013,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,
1329221544511183,,,,,,,,,Pedagogia,Universidade do Estado de Minas Gerais,2000,2004,Esoecialização Em Gestão Educacional,Universidade Federal de Itajubá,2017,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
1332893316117790,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,Desenho Industrial - Projeto De Produto,Universidade do Estado de Minas Gerais,2003,2007,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,2008,2010,Engenharia De Produção,Universidade de São Paulo,2020,
,,,,,Eletrotécnica,Centro Federal de Educação Tecnólogica de Minas Gerais,1995,1997,Engenharia Elétrica,Centro Federal de Educação Tecnólogica de Minas Gerais,2001,2006,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,
1363739094223349,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,Química,Universidade Federal de Minas Gerais,2015,2017,Química,Universidade Federal de Minas Gerais,2017,
1372108153710461,,,,,,,,,Química,Universidade Federal de Minas Gerais,1998,2007,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
1379304811913325,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,Engenharia Industrial Mecânica,Fundação Universidade de Itaúna,2001,2005,,,,,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2011,2014,,,,
1390883183533995,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1989,Tecnologia Em Normalização E Qualidade,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2002,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2012,,,,
1396911735630398,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,Letras - Inglês,Universidade Federal de Minas Gerais,2001,2006,,,,,Estudos De Linguagem,Universidade Federal de Mato Grosso,2018,2020,,,,
1404004205953061,,,,,,,,,Engenharia Mecânica,Universidade Federal de São João Del-Rei,2009,2013,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,Engenharia Mecânica,Universidade Federal de Itajubá,2016,
1415986284851277,,,,,,,,,Direito,Pontifícia Universidade Católica de Minas Gerais,2005,2012,Direito Penal E Processo Penal,Faculdade Pitágoras,2015,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2001,,,,
1423763327062871,,,,,,,,,Matemática,Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,2006,2010,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,Phd,Indian Institute Of Science,2015,
1427826465969764,,,,,,,,,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2014,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,Ciência Da Computação,Universidade Federal de Ouro Preto,2018,
1431490724795666,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1990,Ciencia Da Computação,Universidade Federal de Minas Gerais,1992,1996,Direito Administrativo,Universidade Candido Mendes,2012,,Ciências Contábeis E Atuariais,Pontifícia Universidade Católica de São Paulo,2013,2016,,,,
1432663875471461,,,,,,,,,Ciências Biológicas E Programação Da Saúde,Pontifícia Universidade Católica de Minas Gerais,1997,2001,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,
1435859259175712,,,,, Eletrônica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,Administração,Pontifícia Universidade Católica de Minas Gerais,1999,2003,,,,,Administração,Universidade Federal de Minas Gerais,2005,2007,,,,
,,,,,,,,,Engenharia Mecanica,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1990,,,,,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,1998,2000,,,,
1439694073769282,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,Arquitetura E Urbanismo,Pontifícia Universidade Católica de Minas Gerais,2007,2011,,,,,Arquitetura,Universidade Federal de Minas Gerais,2015,2018,Arquitetura,Universidade Federal de Minas Gerais,2021,
1444868348195683,,,,,,,,,Letras,Universidade Federal de São João Del-Rei,2003,2009, De Língua Inglesa,Universidade Federal de Minas Gerais,2010,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,,,,
1464266002697780,,,,,,,,,Engenharia Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2015,,,,,Engenharia Elétrica E Informática Industrial,Universidade Tecnológica Federal do Paraná,2015,2017,Engenharia Elétrica E Informática Industrial,Technische Universität Dresden,2017,
