Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
1016153148024105,Piracicaba,SP,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
1016320998962875,Paracatu,DF,Brasil,Universidade de Brasília,Brasília,DF,Brasil
1023521805589135,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1027496814443777,Currais Novos,RN,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
1030036144037365,Lavras,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
1033658951252242,Barbacena,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
1042806990155996,São Luis,MA,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
1043606043814998,Campinas,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1043712269063192,Santo André,SP,Brasil,Instituto Tecnológico de Aeronáutica,Sao Jose dos Campos,SP,Brasil
1045931096324971,Maringá,PR,Brasil,Universidade Tecnológica Federal do Paraná,Campo Mourão,PR,Brasil
1049137829843207,Uberlândia,MG,Brasil,Universidade Federal do Recôncavo da Bahia,Santo Antonio de Jesus,BA,Brasil
1050746618632869,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1051299337471169,BENTO GONÇALVES,RS,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
1051763855783856,Salvador,BA,Brasil,Universidade de Brasília,Brasília,DF,Brasil
1054922336409334,Presidente Prudente,SP,Brasil,Universidade Federal de Mato Grosso do Sul,Campo Grande,MS,Brasil
1055831656220644,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1059924866210409,Bento Gonçalves,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
1063790618901917,SERRA TALHADA,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
1068643513710663,São Paulo,SP,Brasil,Comissão Nacional de Energia Nuclear,São Paulo,SP,Brasil
1071521284494576,Porto Alegre,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
1072583605352186,Cordeiro,RJ,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
1077711232112285,Belo Horizonte,MG,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
1078501992095596,Recife,PE,Brasil,Universidade Federal Rural de Pernambuco,Recife,PE,Brasil
1081444223864667,Campos,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1090641466362716,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1092810690505352,Juiz de Fora,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
1093242836059112,Piratuba,SC,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1095304607841635,Hanau am Main,,Alemanha,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1097952760431187,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1097999681102529,Campina Grande,PB,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
1101716646731462,Belo Horizonte,MG,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
1104080942110403,Curitiba,PR,Brasil,Universidade Estadual do Oeste do Paraná,Francisco Beltrao,PR,Brasil
1108807754131336,Flores da Cunha,RS,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
1112112146102164,Rio de Janeiro,RJ,Brasil,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1112305218967437,Virgem da Lapa,MG,Brasil,Universidade Federal de Viçosa,Vicosa,MG,Brasil
1112352398058967,Cruzília,MG,Brasil,Instituto Tecnológico de Aeronáutica,São José dos Campos,SP,Brasil
1112466940331009,São João do Polêsine,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
1116186565279512,São Carlos,SP,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
1120109274579134,Santiago,RS,Brasil,Universidade Federal de Santa Maria,Palmeira das Missões,RS,Brasil
1120717096542450,Niterói,RJ,Brasil,Universidade Positivo,Curitiba,PR,Brasil
1123939877124649,Curitiba,PR,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
1123962153173475,Maringa,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
1129247214452992,Recife,PE,Brasil,Universidade Federal de Pernambuco,Caruaru,PE,Brasil
1131858526704034,Pelotas,RS,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
1133118124160525,Fortaleza,CE,Brasil,Universidade Tecnológica Federal do Paraná,Curitiba,PR,Brasil
1139079330866028,Porto Alegre,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
1141660061525473,Santa Maria,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1146514655934224,São Paulo,SP,Brasil,Universidade Federal de São Paulo,São Paulo,SP,Brasil
1152828531273019,RIO DE JANEIRO,RJ,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1159954352174167,Santa Maria,RS,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
1164394299894445,Amsterdam,,Holanda,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1168899390311014,St Maurice Sur Eygues,,França,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1168989222280325,Ponte Nova,MG,Brasil,Comissão Nacional de Energia Nuclear,Rio de Janeiro,RJ,Brasil
1174072629046401,São Leopoldo,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1174194948048451,Araponga,MG,Brasil,Universidade Federal de Viçosa,Vicosa,MG,Brasil
1180465052181572,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
1181199965618168,Canavieiras,BA,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
1181660568548980,Patrocinio Paulista,SP,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
1183524198654764,IBITIRAMA,ES,Brasil,Universidade Federal do Espírito Santo,Alegre,ES,Brasil
1187896035778213,,,Portugal,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1190292525097613,Penápolis,SP,Brasil,Universidade Católica de Brasília,Brasília,DF,Brasil
1193726744591661,Araruna,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
1199350032937783,Pacatuba,SE,Brasil,Universidade Federal de Sergipe,São Cristóvão,SE,Brasil
1205597617943504,Eldorado,MS,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Jaboticabal,SP,Brasil
1209382022297634,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1210861529721065,São Paulo,SP,Brasil,Pontifícia Universidade Católica de São Paulo,São Paulo,SP,Brasil
1217253540572819,São José do Rio Preto,SP,Brasil,Universidade Federal Rural do Rio de Janeiro,Seropedica,RJ,Brasil
1225895689761854,Rio de Janeiro,RJ,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
1226621982374175,Rio Grande,RS,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Pelotas,RS,Brasil
1227890222987126,,,Brasil,Universidade Federal de Minas Gerais
1230433358991861,Itajubá,MG,Brasil,Universidade Federal de Itajubá,Itajubá,MG,Brasil
1233156130663707,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
1237671923222436,Braga,RS,Brasil,Universidade Federal do Pampa,Alegrete,RS,Brasil
1243531998877195,Sant'Ana do Livramento,RS,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1244119451165905,PORTO ALEGRE,RS,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul
1247433850237825,Maringá,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
1252443045127710,Pelotas,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
1255270110503523,Jataí,GO,Brasil,Universidade de Brasília,Brasília,DF,Brasil
1259500926303809,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1260299152113875,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
1260730935714266,São José do Rio Preto,SP,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
1265896962100382,RIO DE JANEIRO,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1272123236892781,Sao Paulo,SP,Brasil,Universidade Presbiteriana Mackenzie,São Paulo,SP,Brasil
1275187715540959,SANTARÉM,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
1280123047954585,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
1280835655867163,Santa Bárbara,MG,Brasil,Universidade Estadual do Centro-Oeste,Irati,PR,Brasil
1284343084296509,Belo Horizonte,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
1285440913307104,Itapetinga,BA,Brasil,Universidade Federal de Sergipe,São Cristóvão,SE,Brasil
1287479281990951,São Paulo,SP,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
1292986021348016,São João,PR,Brasil,Universidade do Estado de Mato Grosso,Tangará da Serra,MT,Brasil
1298675801318069,Parintins,AM,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1298757533709756,Cícero-Dantas,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
1301443198267856,Porto Alegre,RS,Brasil,Universidade do Vale do Rio dos Sinos,São Leopoldo,RS,Brasil
1308909292661318,São Paulo,SP,Brasil,Universidade Estadual do Oeste do Paraná,Toledo,PR,Brasil
1311501835612173,CENTENARIO DO SUL,RJ,Brasil,"Instituto Nacional de Metrologia, Qualidade e Tecnologia - INMETRO",Duque de Caxias,RJ,Brasil
1311942898923026,Cajazeiras,PB,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
1313497098151734,RECIFE,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
1316890126544558,Palmeira Dos Indios,AL,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
1329671245559098,Sao Paulo,SP,Brasil,Comissão Nacional de Energia Nuclear,São Paulo,SP,Brasil
1331652492006790,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
1333492927266447,Fortaleza,CE,Brasil,Universidade de Brasília,Brasília,DF,Brasil
1335748426615308,Rio de Janeiro,RJ,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
1340874503334328,Poços de Caldas,MG,Brasil,Universidade Federal do Piauí,Bom Jesus,PI,Brasil
1345781867765758,Cataguases,MG,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
1347762602289126,Rio de Janeiro,RJ,Brasil,Universidade Federal Fluminense,Niteroi,RJ,Brasil
1350890583236601,ERVAL SECO,RS,Brasil,Universidade Federal de Santa Maria,Frederico Westphalen,RS,Brasil
1365069692823435,São Paulo,SP,Brasil,Instituto Biológico,São Paulo,SP,Brasil
1367814169798369,Arzamas,,Rússia,Universidade Federal de Pernambuco,Recife,PE,Brasil
1370982860554059,Mossoró,RN,Brasil,Universidade Federal Rural do Semi-Árido,Mossoró,RN,Brasil
1372350061362908,Salgueiro,PE,Brasil,Universidade Federal do Vale do São Francisco,Petrolina,PE,Brasil
1372738121180882,São Paulo,SP,Brasil,FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS,Sao Bernardo do Campo,SP,Brasil
1373735074676560,Sao Paulo,SP,Brasil,Instituto de Pesquisa Jardim Botânico do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1379773445574323,"La Plata, Buenos Aires",,Argentina,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
1383132635213481,Francisco Sá,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
1392206843733548,Goiânia,GO,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
1392441615039712,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1394248306018449,Abaetetuba,PA,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
1394614382145568,Terra Rica,PR,Brasil,Universidade Estadual de Maringá,Umuarama,PR,Brasil
1395635597581964,Belém,PA,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1396815209817592,Juina,MT,Brasil,Universidade Federal de Mato Grosso,Sinop,MT,Brasil
1404632471755241,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1404677789393501,Rio de Janeiro,RJ,Brasil,Universidade Estadual de Montes Claros,Montes Claros,MG,Brasil
1404779120165713,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1406465696921638,Araraquara,SP,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1407333570398397,São Paulo,SP,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
1408146861745409,São Paulo,SP,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
1409347439701189,VERANÓPOLIS,RS,Brasil,Fundação Estadual de Pesquisa Agropecuária,Porto Alegre,RS,Brasil
1409353191899248,Varginha,MG,Brasil,Instituto Federal Goiano,Urutaí,GO,Brasil
1414078365813012,Porto Alegre,RS,Brasil,Fundação Getulio Vargas - SP,São Paulo,SP,Brasil
1420784392366957,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1428714535243632,Porto Alegre,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
1442630848899574,Veranópolis,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1448696292042915,Manaus,AM,Brasil,Universidade Federal do Amazonas,Manaus,AM,Brasil
1451292968192270,Botucatu,SP,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Botucatu,SP,Brasil
1458174636717400,Göttingen,,Alemanha,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1459858386214202,Rio de Janeiro,RJ,Brasil,Fundação Getúlio Vargas,Rio de Janeiro,RJ,Brasil
1460935168710629,Barretos,SP,Brasil,"Instituto de Geociências, Universidade de São Paulo",São Paulo,SP,Brasil
1464736447995067,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1472037977658347,Barranquilla,,Colômbia,Universidade Federal de Itajubá,Itajubá,MG,Brasil
1489638551264369,Ribeirão Preto,SP,Brasil,Instituto Agronômico de Campinas,Campinas,SP,Brasil
1500695593391363,Pinar del Rio,,Cuba,Universidade Presbiteriana Mackenzie,São Paulo,SP,Brasil
1500945601867299,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1501948551335718,Umuarama,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
1503203554671446,Brasília,DF,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
1508679345970114,Uberlândia,MG,Brasil,Universidade Federal de Goiás,Goiania,GO,Brasil
1512994126787334,Guararapes,SP,Brasil,Instituto Nacional de Pesquisas da Amazônia,Manaus,AM,Brasil
1519648219507868,Santana do Livramento,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
1541690930832179,Maringá,PR,Brasil,Universidade Estadual de Maringá,Maringa,PR,Brasil
1542546016217813,PORTO ALEGRE,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1542888683453935,Franca,SP,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Teresina,PI,Brasil
1545155828572491,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1545375399295814,Pelotas,RS,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
1562752508279625,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1566937332957369,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
1569160339136032,Porto Alegre,RS,Brasil,Instituto Butantan,Sao Paulo,SP,Brasil
1570292449803538,João Monlevade,MG,Brasil,Centro de Pesquisa René Rachou,Belo Horizonte,MG,Brasil
1570789033995989,Palhoça,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
1574070947451743,Pires do Rio,GO,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
1582611321201876,Rio de Janeiro,RJ,Brasil,Instituto Nacional de Tecnologia,Rio de Janeiro,RJ,Brasil
1589874577225604,Fortaleza,CE,Brasil,Universidade Federal do Pampa,São Gabriel,RS,Brasil
1590479219133437,Nova Prata,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1595267911337018,Elias Fausto,SP,Brasil,Comissão Nacional de Energia Nuclear,São Paulo,SP,Brasil
1596401343987246,Leopoldina,MG,Brasil,Universidade Federal do Amazonas
1598344003069716,Cajazeiras,PB,Brasil,Universidade Federal Rural de Pernambuco,Recife,PE,Brasil
1620819894884512,São Paulo,SP,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
1621284100545324,Cruz Alta,RS,Brasil,Universidade São Francisco,Campinas,SP,Brasil
1624929129014716,Araraquara,SP,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Araraquara,SP,Brasil
1625799595721574,PIRACICABA,SP,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
1635123002008397,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1638000107452454,Guarulhos,SP,Brasil,Universidade Federal do Espírito Santo,Alegre,ES,Brasil
1638427678988227,Salvador,BA,Brasil,Universidade Federal do Vale do São Francisco,Petrolina,PE,Brasil
1639913578860033,,,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1643671937739361,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1647318644299561,Poços de Caldas,MG,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Presidente Prudente,SP,Brasil
1654356891323370,San Giovanni Valdarno (AR),,Itália,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
1656881663114095,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1661935150054196,Curitiba,PR,Brasil,Universidade Tecnológica Federal do Paraná,Ponta Grossa,PR,Brasil
1664190810210313,Belo Horizonte,MG,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
1665294496138141,Macatuba,SP,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
1672274202055214,RIO DE JANEIRO,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1682966336184874,São Luis,MA,Brasil,Universidade Federal do Maranhão
1685611433864910,João Pessoa,PB,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
1694550938346997,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
1694551613184958,Lavras,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
1701104582931307,Bagé/RS,RS,Brasil,Universidade Federal do Rio Grande do Sul,Tramandaí,RS,Brasil
1705068704334079,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1710286275396858,Itabuna,BA,Brasil,Universidade Federal de Alagoas,Maceió,AL,Brasil
1715885118416828,Campinas,SP,Brasil,Universidade Federal de Santa Catarina,Florianopolis,SC,Brasil
1721981607189967,Curitiba,PR,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1722615291326511,SÃO JOÃO DEL REI,MG,Brasil,Agência Paulista de Tecnologia dos Agronegócios,Colina,SP,Brasil
1735524247150497,São Paulo,SP,Brasil,Instituto de Botânica,Sao Paulo,SP,Brasil
1735653164303041,Belo Horizonte,MG,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
1744732999336375,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
1757309852446263,Passos,MG,Brasil,Universidade Federal de São Carlos,Sao Carlos,SP,Brasil
1760530300831377,Teresia,PI,Brasil,Universidade Federal Rural do Semi-Árido,Mossoró,RN,Brasil
1764637588910599,Fortaleza,CE,Brasil,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Campos dos Goytacazes,RJ,Brasil
1764941942803855,Santa Izabel do Para,PA,Brasil,Universidade Federal do Amazonas,Manaus,AM,Brasil
1771143322529618,São Paulo,SP,Brasil,Instituto Tecnológico de Aeronáutica,São José dos Campos,SP,Brasil
1774654203813780,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
1775021506836485,Taquaritinga,SP,Brasil,Universidade Federal Rural da Amazônia,Belém,PA,Brasil
1777209584898672,Rio de Janeiro,RJ,Brasil,Universidade de Brasília,Brasília,DF,Brasil
1777617814611210,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
1779931169656381,Imbituva,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
1782230442654231,Paranavaí,PR,Brasil,Universidade Federal do Amazonas,Manaus,AM,Brasil
